aeid,aename,date,aeno,acid,acname,asid
M22620,,,,C8445,88サイエンスアニメスペシャル　超・電・導ものがたり,C7011
M22622,,,,C8447,ミッドナイトアニメ　レモンエンジェル（第２期）,C6869
M22624,,,,C8449,宇宙伝説ユリシーズ３１,C7012
M22626,,,,C8451,ゲゲゲの鬼太郎　地獄編,C1556
M22628,,,,C8453,おそ松くん,C1179
M22630,,,,C8455,魁！！男塾,C7014
M22632,,,,C8457,つるピカハゲ丸くん,C7016
M22634,,,,C8459,F-エフ,C7017
M22636,,,,C8461,燃える！お兄さん,C7020
M22638,　　　　,,,C8463,にこにこぷん,C7021
M22644,,,,C8464,新まんがなるほど物語,C6861
M22646,,,,C8466,ドクター秩父山,C7023
M22648,,,,C8468,ディズニー劇場わんぱくダック夢冒険,C7024
M22650,,,,C8470,めいさくわーるど,C7025
M22652,,,,C8472,世界名作童話シリーズ,C3834
M22654,,,,C8474,いきなりダゴン,C7027
M22656,,,,C8476,新プロゴルファー猿,C6311
M22658,,,,C8478,トランスフォーマー超神マスターフォース,C6820
M22660,,,,C8480,超音戦士ボーグマン,C7028
M22662,,,,C8482,ホワッツマイケル,C7029
M22664,,,,C8484,魔神英雄伝ワタル,C7030
M22666,,,,C8486,どんどんドメルとロン,C7033
M22668,,,,C8488,トッポ❤ジージョ,C7034
M22670,,,,C8490,鎧伝サムライトルーパー,C7035
M22672,,,,C8492,ママお話しきかせて,C7036
M22674,,,,C8494,ハロー! レディリン,C7039
M22676,,,,C8496,鉄拳チンミ,C7040
M22678,,,,C8498,ミッドナイトアニメ　レモンエンジェル（第３期）,C6869
M22680,,,,C8500,ビリ犬,C7041
M22684,,,,C8502,新グリム名作劇場,C6963
M23645,"・1/海から来たホリー（1988/10/07）,・2/われら武闘軍団（1988/10/14）,・3/ロロとジュジュの物語（1988/10/21）,・4/ジョージ行方不明になる（1988/10/28）,・5/未来の見える犬（1988/11/04）,・6/ネズミのたたりは恐い（1988/11/11）,・7/やさしいライオン（1988/11/18）,・8/ドーナッツ、ロボット（1988/11/25）,・9/ジ-ナ金髪になる（1988/12/02）,・10/さ",,,C8506,夢見るトッポ・ジ-ジョ,C7050
M23647,,,,C8508,ひみつのアッコちゃん（新）,C1789
M23649,,,,C8510,ハーイ　あっこです,C7051
M23651,,,,C8512,美味しんぼ,C7052
M23653,,,,C8514,名門！第三野球部,C7053
M23655,,,,C8516,労働省アニメスペシャル マンガ がんばるサラリーマンのゆとり進化論,C7055
M23657,"・第1話A/みんな、ともだちんこ（1989/01/14）,・第1話B/お守りパンツ,・第2話A/いいなケツぶぁい!（1989/01/28）,・第2話B/ミスターおぼっちゃま,・第3話/誘拐されてすみませんえん（1989/02/11）,・第4話A/猛勉強!そんなバナナ（1989/02/18）,・第4話B/贈り物ありがトマト,・第5話A/袋小路くん おはヨーグルト（1989/02/25）,・第5話B/ぼっくんの一日,・第6話A/沙麻代ちゃん愛をクリ（198",,,C8518,おぼっちゃまくん,C7102
M23695,"・第1話/ミニ悟空はおぼっちゃま!ボク悟飯です。（1989/04/26）,・第2話/史上最強の戦士は悟空の兄だった!（1989/05/03）,・第3話/やった!これが地上最強のコンビだ!（1989/05/10）,・第4話/ピッコロの切り札!悟飯は泣きむしクン（1989/05/17）,・第5話/悟空死す!ラストチャンスは一度だけ（1989/05/24）,・第6話/エンマ様もビックリあの世でファイト（1989/06/07）,・第7話/恐竜とサバイバル!悟飯のツライ修行（19",,,C8521,DRAGON BALL Z,C6852
M31546,　　　　,,,C8531,キャンディ ジェーンの不思議なドロップス,C1471
M31567,　　　　,,,C8535,ルパン三世 ルパン暗殺指令,C2445
M31569,　　　　,,,C8537,餓狼伝説2,C1372
M31571,　　　　,,,C8539,ダックにおまかせ ダークウィング・ダック,C1476
M31573,　　　　,,,C8541,みんなの楽しい夏休み,C1477
M31575,　　　　,,,C8543,ヒロシマに一番電車が走った ～300通の被爆体験手記から～,C1480
M23697,　　　　,,,C8552,アニメ西遊記 小さな悟空の大冒険,C7124
M23699,"・第1話/きのみがね/しろいおばけ,・第2話/ふうせんパン/バケツのみず,・第3話/せんたくもの/ペンキぬりたて,・第4話/しずかに!!/ボールかくし,・第5話/さかのぼり/ふうせん,・第6話/きをうえたこ/マジックハンド,・第7話/こわくないよ/かみぶくろパン!,・第8話/ふうせんとって!/メールだよ,・第9話/ブラッシング/シュートだよ,・第10話/みずまき/ボールがとれない,・第11話/おちばたき/ホースふんぢゃった,・第12話/なわ",,,C8554,エルとプルー,C7125
M23701,,,,C8556,セイシュンの食卓,C7128
M23703,,,,C8558,手塚治虫物語　ぼくは孫悟空,C7138
M23705,,,,C8559,パラソル ヘンべえ,C7140
M23707,,,,C8561,桃太郎伝説,C7141
M23709,,,,C8563,ダッシュ!四駆郎,C7142
M23711,,,,C8565,ジャングル・ブック 少年モーグリ,C7143
M23713,,,,C8567,魔法使いサリー［新］,C1268
M23715,,,,C8569,機動警察パトレイバー,C7129
M23717,,,,C8571,ジャングル大帝,C1145
M23719,,,,C8573,シートン動物記,C7144
M23721,,,,C8575,藤子・F・不二雄のT・Pぼん,C7145
M23737,,,,C8579,がきデカ,C7146
M23739,,,,C8581,YAWARA!,C7147
M23741,,,,C8583,かりあげクン,C936
M23743,,,,C8585,笑ゥせぇるすまん,C937
M23745,,,,C8587,まじかるハット,C938
M23747,,,,C8589,レスラー軍団〈銀河編〉 聖戦士ロビンJr.,C7123
M23749,,,,C8591,小松左京アニメ劇場,C939
M23751,,,,C8593,トンデケマン!,C940
M23753,"・第1話/激突! 出前格闘レース（1989/10/20）,・第2話/やっぱり猫が嫌い?（1989/11/03）,・第3話/私が女傑族のおばば!（1989/11/10）,・第4話/出た! 必殺天津甘栗拳!!（1989/11/17）,・第5話/白鳥拳の男ムース登場!（1989/11/24）,・第6話/爆走! 雪だるま運びレース（1989/12/01）,・第7話/さらわれたPちゃん!（1989/12/08）,・第8話/危機一髪! 死霊の盆踊り（1989/12/15）<B",,,C8595,らんま1/2 熱闘編,C7122
M23755,,,,C8597,チンプイ,C942
M23757,,,,C8599,ドラゴンクエスト,C945
M23759,,,,C8601,敵は海賊～猫たちの饗宴～,C947
M23761,,,,C8603,再現 古代歴史ものがたり,C948
M23763,"・第1話A/バカボンのパパなのだ（1989/01/06）,・第1話B/ウソは世のため人のためなのだ,・第2話A/バカ田大学の後輩なのだ（1990/01/13）,・第2話B/ネコババではないひろったのだ,・第3話A/天才ハジメちゃんなのだ（1990/01/20）,・第3話B/夕焼けは赤いドレスのマドモアゼルなのだ,・第4話A/アチョ～のキエ～なのだ（1990/01/27）,・第4話B/犯人はワシが決めるのだ,・第5話A/ものおきみたいなひとなのだ（仮）（199",,,C8605,平成 天才バカボン,C2390
M23765,"・第1話A/「まるちゃんきょうだいげんかをする」の巻（1990/01/07）,・第1話B/「まるちゃんはまだおとそ気分」の巻,・第2話A/「家庭教師がやってきた」の巻（1990/01/14）,・第2話B/「まるちゃん目覚まし時計を買う」の巻,・第3話A/「今日は家庭訪問」の巻（1990/01/21）,・第3話B/「生き物係のキザ野郎参上」の巻,・第4話A/「まるちゃん自転車の練習をする （前編）」の巻（1990/01/28）,・第4話B/「まるちゃん自転車の練習を",,,C8607,ちびまる子ちゃん,C1022
M23767,"・第1話/つる姫ただいま参上の巻（1990/01/09）,・第2話A/おできができた～!の巻（1990/01/16）,・第2話B/スケートはこりごりの巻,・第3話A/うるわしき師弟愛の巻（1990/01/23）,・第3話B/消化訓練火事のもと」の巻,・第4話A/福はウチ～、鬼はソト～の巻（1990/01/30）,・第4話B/今日は家老の誕生日の巻,・第5話A/キュッキュッ、寒風まさつの巻（1990/02/06）,・第5話B/ぬくぬくぬっくりの巻,・第6",,,C8609,つる姫じゃ～っ!,C1024
M23769,"・第1話/運命を変えた月曜日（1990/01/14）,・第2話/ひとりぼっちの旅立ち（1990/01/21）,・第3話/憧れのリンカーン記念女子学園（1990/01/28）,・第4話/入学式（仮）（1990/02/04）,・第5話/強敵現れる（仮）（1990/02/11）,・第6話/あたしの家族（仮）（1990/02/18）,・第7話/クリスマス・プレゼント（仮）（1990/02/25）,・第8話/屑籠に捨てられた手紙（1990/03/11）,・第9話/ジュ",,,C8611,私のあしながおじさん,C1025
M23771,"・第1話/秘密忍者隊ニャンキー出動!（1990/02/01）,・第2話/街中おスシだ!パニックだ!（1990/02/08）,・第3話/ホレホレ穴掘れもっと掘れ!（1990/02/15）,・第4話/ばちあたり?天下無敵の大勝負（仮）（1990/02/22）,・第5話/メカEDO城のヒミツをさぐれ!（仮）（1990/03/01）,・第6話/アイドル誕生?おミツ＆プルルン（仮）（1990/03/08）,・第7話/マジ!?カラ丸がヒーローになる日?（1990/03/15）",,,C8613,キャッ党忍伝 てやんでえ,C1029
M23773,"・第1話/「ボクんちの車は宇宙人（エイリアン）!?」,・第2話/「リニアモーターカーを助けて!」,・第3話/「大停電で大こんらん」,・第4話/「火星行きロケットしゅっぱーつ!」,・第5話/「薬屋さんがカラッポ!?」,・第6話/「ボクら沈没船たんけん隊」,・第7話/「遊園地でキケンがぐるぐる!」,・第8話/「ボクはジェットパイロット」,・第9話/「お花見山は大仏さわぎ」,・第10話/「大ゆれ!ドーム球場」,・第11話/「古代遺跡で大はっけん」",,,C8615,勇者エクスカイザー,C1030
M23775,"・第1話/「帰ってきた救世主」,・第2話/「ピザの町でハイチーズ」,・第3話/「壁の町のハンブン兄弟」,・第4話/「踊れウシのフラメンコ」,・第5話/「トントン戦車大レース」,・第6話/「はやく吹け吹け星の風」,・第7話/「砂の海のウミヒコ」,・第8話/「ほしい星石みーっけ!」,・第9話/「ウメ星ばあさん現る!」,・第10話/「象と一緒に星石さがし」,・第11話/「アチアチ山に雪がふる!」,・第11話/「お忍びマシン忍神丸!」,・第1",,,C8617,魔神英雄伝ワタル2,C7030
M23777,　　　　,,,C8619,雲のように 風のように,C1035
M23779,　　　　,,,C8621,宇宙を夢見た男たち,C1036
M23825,"・第41話/GOOD EVENING まじょ（1990/07/16）,・第42話/すてきなまじょのいえ（1990/07/17）,・第43話/魔女のBIRTHDAY（1990/07/18）,・第44話/まちへかいもの（1990/07/19）,・第45話/ピポのかぞく（1990/07/20）,・第46話/IM SAD（1990/09/03）,・第47話/おおたこあがれ（1990/09/04）,・第48話/BALLOONたいさくせん（1990/09/05）,・第4",,,C8625,たんけん ゴブリン島,C1043
M23827,"・第1話/「天下御免!私のために世界はあるの」,・第2話/「私はオバタリアンになりたい?」,・第3話/「お願い、お母さん学校にこないで」,・第4話/「遠くへゆきたい 秘湯の旅は恥のかき捨て」,・第5話/「夢みるオバタリアン、怒涛のセクシャルハラスメント」,・第6話/「オバタリアンは二度死ぬ!!」",,,C8627,オバタリアン,C1044
M23829,"・第1話/キングスカッシャー復活!（仮）（1990/04/06）,・第2話/正義の力だ!セイントボム（仮）（1990/04/13）,・第3話/ポッキンシティーは腹ぺこだ!（1990/04/20）,・第4話/山に行ったら西遊記?（仮）（1990/04/27）,・第5話/サブタイトル未定（1990/05/04）,・第6話/勇者のパワーはアッチッチ（仮）（1990/05/11）,・第7話/ニャイル河に花が咲く（仮）（1990/05/18）,・第8話/迷って迷ってホラミッ",,,C8629,NG騎士ラムネ＆40,C1047
M23998,"・第1話/名前はガタピシ（1990/04/23）,・第2話/ガタピシの子守うた（1990/04/24）,・第3話/おむかえガタピシ（1990/04/25）,・第4話/注射のごほうび（1990/04/26）,・第5話/ママのお弁当（1990/04/27）,・第6話/アイスクリームの花（1990/04/30）,・第7話/迷子の潮干狩り（1990/05/01）,・第8話/わが家のエリート（1990/05/02）,・第9話/上手に撮って（1990/05/03）",,,C8637,ガタピシ,C1049
M24048,　　　　,,,C8641,わんぱくギャン大作戦,C1051
M24050,　　　　,,,C8643,スパイラルゾーン,C1058
M24052,　　　　,,,C8645,平成のシンデレラ 紀子さま物語,C1059
M24054,　　　　,,,C8647,藤子不二雄Ⓐの夢魔子,C1065
M24163,"・第75話/ガジェットの幽霊退治（1995/12/14）,・第76話/連続盗難事件・ナゾの電話機（1996/01/25）,・第77話/SOS!宇宙ステーション（1996/02/08）,・第78話/月へととびだしたガジェット（1996/02/22）,・第79話/恋におちたガジェット（1996/02/22）,・第80話/ガジェットは恐竜の調教師（1996/03/14）,・第81話/ガジェット最後の大手柄（1996/03/21）",,,C8653,ガジェット警部,C1072
M24165,　　　　,,,C8655,それいけ!アンパンマン みなみの海をすくえ!,C7048
M31500,"・第1話/ミッフィーのむしめがね,・第2話/みんなおはよう!,・第3話/はさみでちょきちょき,・第4話/あなたはだあれ?,・第5話/すき?きらい?,・第6話/あけてごらん,・第7話/ボリスとバーバラのかくれんぼ,・第8話/ならんですいすい,・第9話/おんなじおんなじ,・第10話/おおきいちいさい,・第11話/おてがみかいたら,・第12話/なんのおと?,・第13話/まんまるなあに,・第14話/ないができるの?,・第15話/ひ",,,C8663,アニメブルーナの絵本,C1464
M31502,　　　　,,,C8665,ハロー、ミーちゃん［第2期］,C4060
M37555,　　　　,,,C8670,とこちゃんちょっきん,C1753
M24459,　　　　,,,C8678,DRAGON BALL Z スペシャル たったひとりの最終決戦～フリーザに挑んだZ戦士孫悟空の父～,C6852
M25373,　　　　,,,C8714,スピルバーグのアニメ タイニー・トゥーン,C1164
M25375,"・第3話/小町vs藻奈寛和尚（1991/04/11）,・第4話/見習い天使アンジー（1991/04/12）,・第5話/あんこの子供が小町?（1991/04/15）,・第6話/どろぼうエンジェル（1991/04/16）,・第7話/狙われたあんこ!?（1991/04/17）,・第8話/夜の学校はこわ～い（1991/04/18）,・第9話/眠れない夜のこわ～イお話（仮）（1991/04/19）,・第10話/セラフィナ登場（1991/04/22）,・第11話/人の恋",,,C8716,どろろんぱっ!,C1165
M25717,　　　　,,,C8730,ふたりは なかよし,C1172
M25719,"・第37話/「やさしくね」（1991/08/13）,・第38話/「どこへ いくの」（1991/08/19）,・第39話/「おめでとうおめでとう」（1991/08/20）,・第40話/「ひとりで ぬげます」（1991/08/26）,・第41話/「これ ぼくのもの」（1991/08/27）,・第42話/「きちんと ひとつずつ」（1991/09/02）,・第43話/「ものを たいせつに」（1991/09/03）,・第44話/「できたぞう」（1991/09/09）",,,C8732,えくぼおうじ [第1期],C1173
M25944,　　　　,,,C8742,未知の海へ ダーク・ウォーター,C1180
M25946,　　　　,,,C8744,満ちてくる時のむこうに,C1182
M25994,　　　　,,,C8748,スターカム,C1188
M25996,　　　　,,,C8750,たのしい算数［スペシャル］,C4049
M26000,　　　　,,,C8752,デニス・ザ・メネス,C1193
M26002,　　　　,,,C8754,ある日､ラブソングを,C1196
M26004,　　　　,,,C8756,キャッツ アンド カンパニー,C1197
M26344,"・第1話/そして、再びチエちゃん登場（仮）（1991/10/19）,・第2話/顔が悪いッ（1991/10/26）,・第3話/鍼でイチコロ（仮）（1991/11/02）,・第4話/おんな組の襲撃（仮）（1991/11/09）,・第5話/テツの最後ッ屁（1991/11/16）,・第6話/マサルの宿替い（1991/11/30）,・第7話/相撲編（仮）（1991/12/07）,・第8話/テツの白星ホルモン（1991/12/14）,・第9話/大晦日みんな揃ってバチ当り",,,C8772,チエちゃん奮戦記 じゃりン子チエ,C1204
M26346,　　　　,,,C8774,Reporter Blues,C1205
M26395,　　　　,,,C8778,バカボンおそ松の カレーをたずねて三千里,C1206
M26502,　　　　,,,C8786,アニメで再現 クイズ!世界ほんとの本当,C1209
M26504,　　　　,,,C8788,Dr. スランプ アラレちゃん '92お正月スペシャル,C5379
M26650,"・第49話/宝船を手ばなすな!（1996/08/16）,・第50話/砂漠に沈んだ宝船（1996/08/19）,・第51話/コンドルは とんでもない（1996/08/20）,・第52話/南極ペンギン大作戦（1996/08/21）,・第53話/ついに発見! 宝の山（1996/08/22）,・第54話/よみがえる 黄金伝説（1996/08/23）,・第55話/金庫を襲った巨大地震（1996/08/26）,・第56話/すべての若きアヒル達（1996/08/27）,・",,,C8796,ダックテイル,C1307
M26699,　　　　,,,C8800,ボ～イフレンド,C1309
M26701,　　　　,,,C8802,ワールド スペシャル アニメ・ドキュメント ニッポン誕生 最新・騎馬民族説,C1310
M32030,　　　　,,,C8819,ミュータントタートルズ,C1487
M32135,　　　　,,,C8823,ともだちでいようね［第2期］,C1369
M32893,　　　　,,,C8827,ねことスーパーマウス［第1期］,C1499
M32895,　　　　,,,C8829,藤子不二雄〔○A）劇場 笑ゥせぇるすまん 年忘れ特大号,C937
M32897,　　　　,,,C8831,恐竜スペシャル 大発掘!!中国・内モンゴル奥地に世界最大の恐竜墓場は実在した!!,C1500
M32899,　　　　,,,C8833,わくわくどうぶつえん［パイロット版］,C1502
M33006,シェリルとスコット 無人島の一夜[未放映],,31,C8837,七つの海のティコ,C1571
M28016,風間くんに　追われてるゾ（11/15）　フリマで　売りたいゾ（11/15）※以下のサブタイトル2行削除,,817,C8849,クレヨンしんちゃん,C1327
M29490,　　　　,,,C8851,テイルスピン,C1328
M29594,　　　　,,,C8859,えくぼおうじ [第2期],C1173
M29596,　　　　,,,C8861,音楽ファンタジーゆめ［第1期］,C1332
M29598,　　　　,,,C8863,たのしい算数［シリーズ］,C4049
M29600,　　　　,,,C8865,Let's have fun!,C1333
M29674,　　　　,,,C8871,カワセミが危ない,C1344
M29678,　　　　,,,C8873,続のんのんばあとオレ,C4061
M29680,"・第1話/チビッコ魔女がやってきた No.1（1992/08/24）,・第2話/チビッコ魔女がやってきた No.2（1992/08/25）,・第3話/チビッコ魔女がやってきた No.3（1992/08/26）,・第4話/チビッコ魔女がやってきた No.4（1992/08/27）,・第5話/チビッコ魔女がやってきた No.5（1992/08/28）,・第6話/時の妖精タイモン No.1（1992/08/31）,・第7話/時の妖精タイモン No.2（1992/09/01）<",,,C8875,ヤダモン,C1348
M29682,　　　　,,,C8877,呪いのワンピース,C1349
M29684,　　　　,,,C8879,江戸老い物語,C1351
M29686,　　　　,,,C8881,はん画 ふるさとばなし きつねの変化玉/元祖たこ踊り,C1352
M30558,"・第1話/みかんが家にやって来た,・第2話/みかんが話せるわけ,・第3話/いなくなったみかん,・第4話/もう一人の家族,・第5話/みかんの宿題,・第6話/坂の下に住む先生,・第7話/おうちで勉強会,・第8話/みかんの初恋（1992/12/11）,・第9話/すてきなクリスマス（1992/12/18）,・第10話/お騒がせの福引き（1992/12/25）,・第11話/汗と涙の家族旅行（仮）（1993/01/08）,・第12話/大嫌いだ!あんな奴",,,C8905,みかん絵日記,C1365
M30560,　　　　,,,C8907,ママガウロの使える英語,C1366
M30686,　　　　,,,C8911,スペースオズの冒険,C1368
M30688,　　　　,,,C8913,ともだちでいようね［第1期］,C1369
M30690,"・第19話/水の中の帝王（1993/04/14）,・第20話/サブタイトル未定（1993/04/21）,・第21話/サブタイトル未定（1993/04/28）,・第22話/サブタイトル未定（1993/05/05）",,,C8915,バットマン,C1371
M30692,　　　　,,,C8917,美味しんぼ 究極対至高 長寿料理対決!!,C7052
M30694,　　　　,,,C8919,餓狼伝説,C1372
M30696,　　　　,,,C8921,プチ・クレイ,C1373
M30866,,,,C8931,DRAGON BALL Z スペシャル 絶望への反抗!! 残された超戦士・悟飯とトランクス,C6852
M30964,　　　　,,,C8937,太陽がいっぱい,C1455
M31303,　　　　,,,C8947,藤子不二雄Ⓐ劇場 笑ゥせぇるすまん 春の特大号,C937
M45028,　　　　,,,C8963,ハスの妖精ぼにょぼにょ,C2142
M45030,　　　　,,,C8965,男はつらいよ 寅次郎忘れな草,C2144
M45055,アイドル伝説桃子!?[未放映],,24,C8967,ももいろシスターズ,C2146
M45057,　　　　,,,C8969,コボちゃんスペシャル[第4作],C1074
M45059,"・10話/白く閉ざされた街（1998/12/11）,・11話/立ち上がるパトロクロス（1998/12/18）,・12話/新たなる誓い（1998/12/25）,・13話/奪われたイリス（1999/01/01）,・14話/湖の幻影（前編）（1999/01/08）,・15話/湖の幻影（後編）,・16話/忘れられた遊園地（1999/01/15）,・17話/楽園へのチケット・前編（1999/01/22）,・18話/楽園へのチケット・後編（1999/01/29）",,,C8971,虹の戦記イリス,C2150
M33016,　　　　,,,C8984,景山民夫のダブルファンタジー,C1572
M33018,"・第1話/「酒乱!大パニック」,・第2話/「女難!大パニック」",,,C8986,死にぞこない係長,C1573
M33020,　　　　,,,C8988,アーシャ,C1574
M33022,　　　　,,,C8990,超世紀末ギャグアニメ ～中崎タツヤ傑作選～,C1575
M33073,　　　　,,,C8994,森のサーカス,C1577
M33075,　　　　,,,C8996,王女とゴブリン,C1579
M33879,"・第1話/「ともだちできた」（1994/04/11、04/18、04/25）,・第2話/「タクシーごっこ」（1994/05/16、05/23、05/30）,・第3話/「うちゅうたんけん」（1994/06/06、06/13、06/20、06/27）,・第4話/「おせんたく」（1994/07/04、07/11、07/18、07/25）,・第5話/「うみにいったよ」（1994/08/01、08/08）,・第6話/「おばけのいえ」（1994/09/05）,・第7話/,・第",,,C9030,だいすき! ねんどママ,C1596
M33881,"・第1話/「パクシ家」（1994/04/14、04/25、05/05）,・第2話/「ビン」（1994/04/15、04/26、05/06）,・第3話/「絵本」（1994/04/16、04/27、05/07）,・第4話/「ハミガキ」（1994/05/23、05/30、06/13）,・第5話/「いないいないばあ」（1994/05/24、05/31、06/14）,・第6話/「みず」（1994/05/25、06/01、06/15）,・第7話/,・第8話/,・第9話/",,,C9032,パクシ,C1597
M33883,　　　　,,,C9034,ハロー、ミーちゃん［第3期］,C4060
M33885,"・第1話/「おねしょの巻」（1994/04/14、04/21、04/28）,・第2話/「ごあいさつのまき」（1994/05/12、05/19、05/26）,・第3話/「まいごのまき」（1994/06/16、06/23、06/30）,・第4話/「おかたづけのまき」（1994/07/07、07/21、07/28）,・第5話/「はやおきのまき」（1994/08/04）,・第6話/「はつこいのまき」（1994/09/01、09/08）,・第7話/,・第8話/,・第9",,,C9036,サイキン ポンタ,C1598
M33887,"・第1話/「スーパーヒーロー」（1994/04/18、04/28、05/09、05/17、06/02）,・第2話/「船長さん」（1994/04/19、04/29、05/10、05/18、06/03）,・第3話/「パン屋さん」（1994/04/20、04/30、05/19、06/04、06/11）,・第4話/「ひなたぼっこ」（1994/04/11、04/21、05/02、05/20、05/27、06/17）,・第5話/「スペースパイロット」（1994/04/12、04/22、05/0",,,C9038,もんぴー,C1599
M33889,　　　　,,,C9040,ぐりむのあな,C1602
M33891,　　　　,,,C9042,インコ男爵の館,C1603
M33893,　　　　,,,C9044,Shakespeare THE ANIMATED TALES,C1604
M33895,　　　　,,,C9046,むしむしQ,C1608
M33897,　　　　,,,C9048,ミッドナイト・トリッパーズ,C1609
M33899,　　　　,,,C9050,テレビ漫画 CONFIG.SYS,C1611
M33901,　　　　,,,C9052,トンチーズ,C1613
M33903,　　　　,,,C9054,ふしぎなあのこはすてきなこのこ,C1614
M33919,　　　　,,,C9058,ルパン三世 燃えよ斬鉄剣,C2445
M33921,　　　　,,,C9060,ゼロの惑星,C1622
M33950,　　　　,,,C9064,パパはグーフィー,C1630
M33963,　　　　,,,C9068,超世紀末ギャグアニメ ～中崎タツヤ傑作選2～,C1575
M33965,　　　　,,,C9070,まみちゃんのふしぎなたび 3,C4076
M34021,　　　　,,,C9074,あそぼトイちゃん［第1期］,C1637
M34028,　　　　,,,C9076,バッドばつ丸のオレのポチは世界一,C1638
M34030,　　　　,,,C9078,バッドばつ丸の男度胸の思いやり,C1638
M35544,　　　　,,,C9086,ピンクパンサー,C1641
M35754,"・第201話/[山のぼり5]（1995/12/01）,・第202話/[あみもの・1]（1995/12/04）,・第203話/[あみもの・2]（1995/12/05）,・第204話/[あみもの・3]（1995/12/06）,・第205話/[あみもの・4]（1995/12/07）,・第206話/[あみもの・5]（1995/12/08）,・第207話/[新おちば・1][74話改]（1995/12/11）,・第208話/[新おちば・2][75話改]（1995/12/12）",,,C9098,ゴー!ゴー! コニーちゃん!,C1646
M35756,　　　　,,,C9100,PAPER MAN,C1647
M35772,"・第74話/「タイス」の瞑想曲（1995/12/04）,・第75話/華麗なる大円舞曲（1995/12/11）,・第76話/草競馬（1996/01/15）,・第77話/はげ山の一夜（1996/01/22）,・第78話/メヌエット（1996/02/12）,・第79話/シシリエンヌ（1996/03/11）,・第80話/バイオリン協奏曲 ニ長調（1996/03/18）,・第81話/コッペリア（1996/03/25）,・第82話/ガボット（1996/04/15）",,,C9104,音楽ファンタジーゆめ［第2期］,C1332
M35774,"・第24話/[Eoisode 24]（1995/12/04）,・第25話/[Eoisode 25]（1995/12/11）,・第26話/[Eoisode 26]（1996/01/15）,・第27話/[Eoisode 27]（1996/01/22）,・第28話/[Eoisode 28]（1996/02/12）,・第29話/[Eoisode 29]（1996/03/11）,・第30話/[Eoisode 30]（1996/03/18）,・第31話/[Eoisode 31",,,C9106,テクテクキッズ［第1期］,C1649
M35776,"・第24話/海賊をやっつけろ!（1996/01/23）,・第25話/恐怖のカニ実験（1996/01/24）,・第26話/セバスチャン大王なるぞ（1996/01/25）,・第27話/失われた島（1996/01/26）,・第28話/ヒーローを探して（1996/01/29）,・第29話/悪い子万歳!（1996/01/31）,・第30話/アリエルの宝物（1996/02/01）",,,C9108,リトル・マーメイド,C1650
M35791,"・第1話/電気屋さんは大騒ぎの巻（1994/11/13）,・第2話/あこがれの大スターの巻,・第3話/プロレスだよ全員集合!!の巻,・第4話/大好き!紅白歌合戦の巻,・第5話/ハブ・ア・ナイス・デー!ビッキーさんの巻,・第6話/朝まで血みどろ生テレビの巻,・第7話/笑店は笑いすぎの巻（1995/03/05）",,,C9112,きょうふのキョーちゃん,C1654
M35793,　　　　,,,C9114,なんじゃもんじゃおばけ,C1658
M35795,　　　　,,,C9116,STRAY SHEEP ポーのクリスマス［パイロット］,C1659
M35797,　　　　,,,C9118,わくわくどうぶつえん［スペシャル］,C1502
M36987,　　　　,,,C9130,安野光雅のペペロン村えにっき [パイロット版],C1728
M36989,　　　　,,,C9132,驚きももの木20世紀 トキワ荘の時代 ～マンガが青春だったころ～,C1729
M36991,　　　　,,,C9134,ハローキティの幸せのチューリップ,C7132
M36993,　　　　,,,C9136,キャンディ ジェーンのランデブー,C1471
M36995,　　　　,,,C9138,すなあそび,C1730
M37046,　　　　,,,C9142,おしょうさんとこぞうさん,C1733
M37048,　　　　,,,C9144,STRAY SHEEP[第1期],C1659
M37093,　　　　,,,C9148,MAGIC★MESSENGER,C1738
M37095,　　　　,,,C9150,学校のコワイうわさ 花子さんがきた!! [第2期],C1631
M37204,"・第1話/「戦士は神獣とともに」,・第2話/「伝説という名の炎」,・第3話/「この想い誰（た）がために」,・第4話/「蒼き戦士の迷走」,・第5話/「薔薇は戦火に燃ゆ」,・第6話/「戦士の眼を持つ男」,・第7話/「微笑は戦慄を唄う」,・第8話/「まほろばの凶戦士」,・第9話/「涼風（すずかぜ）の吹く場所」,・第10話/「赤き刃、青に散る」,・第11話/「聖なる悪夢の序曲」,・第12話/「新たなる魂の目覚め」,・第13話/「猛き反逆の獣戦",,,C9158,獣戦士ガルキーバ,C1741
M37351,　　　　,,,C9166,バイカーマイス BIKERMICE from MARS,C1746
M37353,"・第1話/伝説の少女（1995/04/06）,・第2話/朱雀の巫女（1995/04/13）,・第3話/朱雀の七星（1995/04/20）,・第4話/すれちがう想い（1995/04/27）,・第5話/とまどう鼓動（1995/05/04）,・第6話/命果てても（1995/05/11）,・第7話/帰りたい・・・（1995/05/18）,・第8話/逢いたい・・・（1995/05/25）,・第9話/見えざる敵（仮）（1995/06/01）,・第10話/囚われの少",,,C9168,ふしぎ遊戯,C1747
