acid,acname,asid,n_ae,first_date,last_date
C15835,Re:ゼロ から始める異世界生活,C6346,26,2016-04-03,2016-09-19
C15836,アルスラーン戦記 THE HEROIC LEGEND OF ARSLAN - 風塵乱舞 -,C1189,8,2016-07-03,2016-08-21
C15837,D.Gray-man HALLOW,C3893,13,2016-07-05,2016-09-27
C15838,モブサイコ 100,C6349,13,2016-07-05,2016-09-28
C15839,ラクエン ロジック Luck & Logic,C6351,13,2016-01-09,2016-12-31
C15840,[わたしたち、らくろじ部!][第1期],C6351,12,2016-01-09,2016-03-26
C15841,タイムトラベル少女 マリ・ワカと8人の科学者たち,C6352,12,2016-07-09,2016-09-24
C15842,僕のヒーローアカデミア,C6353,13,2016-04-03,2016-06-26
C15843,BLUE MERMAID ハイスクール・フリート,C6354,12,2016-04-10,2016-06-26
C15844,チア男子!!,C6356,13,2016-07-05,2016-09-27
C15845,B-PROJECT 鼓動*アンビシャス,C6357,13,2016-07-03,2016-09-25
C15846,オトナの 一休さん[第1期],C6358,3,2016-06-06,2016-06-13
C15847,アイコトバ,C6359,4,2016-09-08,2016-09-29
C15848,ツキウタ。 THE ANIMATION,C6360,14,2016-06-29,2016-09-28
C15849,RAGNASTRIKE ANGELS,C6361,12,2016-04-03,2016-06-19
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],C6346,11,2016-04-08,2016-06-17
C15851,Re:ぷち Re:プチから始める異世界生活,C6346,14,2016-06-24,2016-09-23
C15852,最弱無敗の 神装機竜 UNDEFEATED BAHAMUT CHRONICLE,C6365,12,2016-01-11,2016-03-28
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,C6367,12,2016-01-05,2016-03-22
C15854,おしえて! ギャル子 ちゃん,C6368,12,2016-01-08,2016-03-25
C15855,紅殻のパンドラ GHOST URN,C6294,12,2016-01-08,2016-03-25
C15856,石膏ボーイズ,C6369,12,2016-01-08,2016-03-25
C15857,旅街レイトショー Awaiting my journey,C6370,4,2016-01-08,2016-01-29
C15858,この男子、 魔法がお仕事です。,C4461,4,2016-02-05,2016-02-26
C15859,彼女と彼女の猫 -Everything Flows-,C6371,4,2016-03-04,2016-03-25
C15860,ブブキ・ブランキ,C6372,13,2016-01-02,2016-03-26
C15861,うしおととら[第2期],C1428,13,2016-04-01,2016-06-24
C15862,がんばれ! ルル ロロ TINY★TWIN★BEARS[第3期],C4636,10,2016-01-21,2016-03-24
C15863,あはれ! 名作 くん,C6373,26,2016-04-08,2016-09-30
C15864,なめこ せかいのともだち,C5840,22,2016-04-10,2016-12-18
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,C6169,11,2016-04-10,2016-06-19
C15866,おなら吾郎,C6374,14,2016-04-03,2016-09-25
C15867,宇宙 パトロール ルル 子,C6375,13,2016-04-01,2016-06-24
C15868,ばなにゃ バナナにひそむにゃんこ,C6376,13,2016-07-04,2016-09-26
C15869,ふらいんぐうぃっち,C6379,12,2016-04-10,2016-06-26
C15870,甲鉄城のカバネリ,C6380,12,2016-04-08,2016-06-24
C15871,ジョジョの 奇妙な冒険 ダイヤモンドは砕けない,C1553,39,2016-04-02,2016-12-24
C15872,魔法つかい プリキュア！,C2833,45,2016-02-07,2016-12-25
C15873,クロムクロ,C6381,26,2016-04-07,2016-09-29
C15874,ベイブレードバースト,C2454,39,2016-04-04,2016-12-26
C15875,KAGEWANI 影鰐 承,C6163,13,2016-04-01,2016-06-24
C15876,斉木楠雄のΨ難,C6382,65,2016-07-04,2016-09-30
C15878,銀河機攻隊 マジェスティック プリンス[第25話],C5615,1,2016-09-30,2016-09-30
C15879,デュエル・マスターズVSRF,C2650,28,2016-04-03,2016-09-25
C15880,うさかめ USAKAME High School,C6384,13,2016-04-05,2016-06-28
C15881,ワガママ ハイスペック,C6385,12,2016-04-12,2016-06-28
C15882,ぐらP & ろで夫 II,C5882,27,2016-07-01,2016-12-30
C15883,鬼斬,C6386,13,2016-04-07,2016-06-30
C15884,ばくおん!!,C6387,12,2016-04-05,2016-06-21
C15885,OZMAFIA!!,C6388,12,2016-07-07,2016-09-22
C15886,くまみこ Girl Meats Bear,C6390,12,2016-04-03,2016-06-19
C15887,三者三葉,C6396,12,2016-04-11,2016-06-27
C15888,少年 アシベ Go! Go! ゴマちゃん,C1213,26,2016-04-05,2016-12-20
C15889,ねこねこ日本史,C6397,27,2016-04-06,2016-12-21
C15890,あん ハピ♪ ANNE HAPPY,C6398,12,2016-04-07,2016-06-23
C15891,はんだくん,C5761,24,2016-07-08,2016-09-23
C15892,orange,C6399,13,2016-07-04,2016-09-26
C15893,あまんちゅ！,C6401,14,2016-07-08,2016-09-23
C15894,LIFE! アニメ,C6402,2,2016-08-04,2016-10-16
C15896,この美術部 には 問題がある！,C6405,27,2016-07-08,2016-09-23
C15897,うさぎのモフィ[第3期],C6235,15,2016-01-18,2016-12-26
C15898,12歳。 ～ちっちゃなムネのトキメキ～ [第2期],C5923,12,2016-10-03,2016-12-19
C15899,アイドル メモリーズ,C6502,12,2016-10-03,2016-12-19
C15900,ステラのまほう,C6503,12,2016-10-03,2016-12-19
C15901,3ねんDくみ ガラスの仮面,C6766,13,2016-10-03,2016-12-26
C15902,怪 盗 ジョーカー MYSTERIOUS JOKER [第4期],C5894,13,2016-10-03,2016-12-26
C15903,あおおに ～じ・あにめぇしょん～,C6485,12,2016-10-03,2016-12-26
C15904,3月のライオン March comes in like a lion,C6525,27,2016-09-18,2016-12-29
C15905,ALL OUT!!,C6526,12,2016-10-07,2016-12-23
C15906,クラシカロイド,C6527,14,2016-09-18,2016-12-24
C15907,トランスフォーマー アドベンチャー マイクロンの章 PRIME OF MICRON,C6820,19,2016-07-03,2016-12-18
C15908,ちょびっと づかん,C3697,25,2016-07-03,2016-12-25
C15909,ネトゲの嫁は 女の子じゃない と思った？,C6406,12,2016-04-07,2016-06-23
C15910,パンパカパンツ W おNEW!,C5313,26,2016-04-02,2016-10-15
C15911,ももくり,C6407,14,2016-07-01,2016-09-30
C15912,12歳。 ～ちっちゃなムネのトキメキ～[第1期],C5923,12,2016-04-04,2016-06-20
C15913,田中くんは いつも けだるげ,C6413,12,2016-04-10,2016-06-26
C15914,七つの大罪 聖戦の予兆[しるし] The Seven Deadly Sins -Signs of holy war-,C5904,4,2016-08-28,2016-09-18
C15915,サバ パラ Saba-gee Paradise,C6414,6,2016-09-02,2016-09-16
C15916,ベルセルク[新],C2024,12,2016-07-09,2016-09-24
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,C6415,12,2016-07-10,2016-09-25
C15937,TERRA FORMARS REVENGE,C5719,13,2016-04-02,2016-06-25
C15938,ビッグ オーダー,C6193,10,2016-04-16,2016-06-18
C15939,迷 家[マヨイガ],C6475,12,2016-04-09,2016-06-25
C15940,学戦都市 アスタリスク THE ASTERISK WAR The Academy City on the Water[第2期],C6162,12,2016-04-07,2016-06-23
C15941,ハンドレッド,C6476,12,2016-04-04,2016-06-20
C15942,学級王 ヤマザキ[30分版],C2026,41,1997-12-23,1999-04-06
C15945,おそ松さん おうまでこばなし,C1179,10,2016-12-13,2016-12-13
C15951,Bloodivores,C6493,12,2016-10-01,2016-12-17
C15952,うちのタマ知りませんか? タマ ＆ フレンズ,C7094,14,2016-10-01,2016-12-31
C15953,ブブキ・ブランキ 星の巨人,C6372,12,2016-10-01,2016-12-17
C15954,終末の イゼッタ,C6494,13,2016-10-01,2016-12-25
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,C4466,13,2016-04-05,2016-06-28
C15956,マジきゅんっ! ルネッサンス,C6498,13,2016-10-02,2016-12-25
C15957,機動戦士ガンダム 鉄血のオルフェンズ [第2期],C6202,14,2016-09-25,2016-12-25
C15958,タイガーマスク W,C1934,12,2016-10-02,2016-12-25
C15959,おはよう！ コケッコー さん,C5514,13,2016-10-02,2016-12-25
C15960,こねこのチー ポンポンらー大冒険,C3338,13,2016-10-02,2016-12-25
C15961,ぴったんこ! ねこざかな,C6341,13,2016-10-02,2016-12-25
C15962,モンスター ハンター ストーリーズ ライド オン RIDE ON,C4441,13,2016-10-02,2016-12-25
C15963,刀剣乱舞 花丸,C6500,12,2016-10-03,2016-12-19
C15964,バディゴ![第2期],C6586,4,2016-10-04,2016-10-25
C15965,学園ハンサム,C6224,12,2016-10-04,2016-12-20
C15966,灼熱の 卓球娘,C6505,12,2016-10-04,2016-12-20
C15967,〔侍霊演武/SOUL BUSTER〕 將星乱,C6506,12,2016-10-04,2016-12-27
C15968,TRICKSTER ――― 江戸川乱歩 「少年探偵団」より ―――,C6544,12,2016-10-04,2016-12-20
C15969,WWW.WORKING!!,C3655,13,2016-10-04,2016-12-27
C15970,信長の忍び,C6508,14,2016-10-04,2016-12-27
C15971,CHEATING CRAFT,C6509,12,2016-10-05,2016-12-21
C15972,TO BE HERO,C6510,12,2016-10-05,2016-12-21
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,C6604,12,2016-10-05,2016-12-21
C15974,てーきゅう[第8期],C4727,12,2016-10-05,2016-12-21
C15975,ナゾトキネ,C6513,13,2016-10-05,2016-12-28
C15976,夏目友人帳 伍,C3392,12,2016-10-05,2016-12-21
C15977,奇異太郎少年の 妖怪絵日記,C6514,12,2016-10-05,2016-12-21
C15978,装神少女 まとい Matoi the Sacred Slayer,C6515,13,2016-10-05,2016-12-28
C15979,美少女遊戯ユニット クレーン ゲール Galaxy Crane Game Girls,C6262,24,2016-10-05,2016-12-21
C15980,魔法少女なんて もういいですから。 セカンドシーズン,C6210,12,2016-10-05,2016-12-21
C15981,文豪ストレイドッグス [第2期],C6347,13,2016-10-06,2016-12-16
C15982,ユーリ!!! YURI ON ICE,C6516,12,2016-10-06,2016-12-22
C15983,競女!!!!!!!! HiP WHiP GiRL,C6517,12,2016-10-06,2016-12-22
C15984,フリップ フラッパーズ,C6518,13,2016-10-06,2016-12-29
C15985,ブレイブ ウィッチーズ 第502統合戦闘航空団 World Witches Series,C3289,13,2016-10-06,2016-12-29
C15986,響け♪ ユーフォニアム2 Sound! Euphonium,C5961,13,2016-10-06,2016-12-29
C15987,DRIFTERS Battle in a Brand-new World War,C6364,12,2016-10-07,2016-12-23
C15988,ガーリッシュナンバー gi（a）rlish number,C6519,12,2016-10-07,2016-12-23
C15989,バーナード嬢曰く。,C6520,13,2016-09-30,2016-12-23
C15990,私 がモテて どうすんだ,C6521,12,2016-10-07,2016-12-23
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,C6522,13,2016-10-07,2016-12-30
C15992,Lostorage incited WIXOSS,C5716,12,2016-10-08,2016-12-24
C15993,マクロス〔。/DELTA〕,C6156,28,2015-12-31,2016-09-25
C15994,美少女戦士 セーラームーン Crystal Season III,C1314,13,2016-04-04,2016-06-27
C15995,忍たま 乱太郎 [第24期],C1462,70,2016-04-04,2016-07-08
C15996,わしも[第4期],C6065,44,2016-04-04,2016-09-13
C15997,はなかっぱ[第7期],C3640,52,2016-04-04,2016-12-06
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],C5632,65,2016-04-04,2016-12-16
C15999,ZIP! presents 朝だよ! 貝社員,C6585,190,2016-04-04,2016-12-29
C16000,ジョーカー・ゲーム,C6550,12,2016-04-05,2016-06-21
C16001,バディゴ![第1期],C6586,3,2016-04-06,2016-04-19
C16002,おじゃる丸[第19期],C2158,66,2016-04-06,2016-12-16
C16003,バトルスピリッツ ダブルドライブ,C1498,38,2016-04-06,2016-12-21
C16004,謎新聞 ミライタイムズ The Mirai Times [第2期],C6240,31,2016-04-06,2016-12-14
C16005,双星の陰陽師,C6587,37,2016-04-06,2016-12-21
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25
C16010,ガオガオ ちゃんと 青い空[うどんの国の 金色毛鞠],C6529,11,2016-10-09,2016-12-18
C16011,戦国鳥獣戯画 ～甲～,C6530,12,2016-10-09,2016-12-25
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12
C16014,ムズムズ18 エイティーン [第3期],C6256,5,2016-10-11,2016-10-18
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23
C16016,おしえて！ じしょたんず!![舟を編む],C6532,11,2016-10-14,2016-12-23
C16017,シャ～ミィ と かげぼうや,C6533,1,2016-10-20,2016-10-20
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23
C16019,100％ パスカル先生,C6536,2,2016-11-04,2016-12-06
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27
C16021,神々の記,C6537,4,2016-11-25,2016-12-16
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26
C16023,INAZMA DELIVERY [第1期],C6539,2,2016-12-09,2016-12-23
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22
C16025,きょ～ふ! ゾンビ猫,C6577,40,2015-12-25,2016-09-30
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27
C16028,バリィさんの 諸国漫遊記,C6229,23,2016-01-06,2016-06-24
C16029,ミム マム ミント,C6579,5,2016-01-28,2016-05-26
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28
C16031,SUSHI POLICE,C6570,13,2016-01-07,2016-03-31
C16032,ポンコツクエスト -魔王と派遣の魔物たち- [第3期],C6201,12,2016-01-25,2016-12-26
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24
C16034,GOD EATER [メテオライト編],C5988,4,2016-03-05,2016-03-26
C16037,エンドライド,C6582,24,2016-04-03,2016-09-25
C16038,逆転裁判 その「真実」、異議あり!,C6583,24,2016-04-02,2016-09-24
C16039,フューチャーカード バディファイト DDD,C5766,39,2016-04-02,2016-12-24
C16040,アグレッシブ 烈子,C6584,38,2016-04-02,2016-12-24
C16041,ぼのぼの[新],C1491,38,2016-04-02,2016-12-24
C16042,アイカツ! スターズ,C5540,37,2016-04-07,2016-12-22
C16043,境界の RINNE [第2期],C5983,34,2016-04-09,2016-09-24
C16044,CoCO ＆ NiCO ココ と ニコ,C6588,39,2016-04-09,2016-12-31
C16045,ひとくち どうわ,C6590,8,2016-04-09,2016-10-22
C16046,忍者 ハットリくん [インド版][第3期],C5601,52,2016-04-12,2016-10-11
C16047,もじもじおばけ てんてんまる,C6591,4,2016-04-16,2016-08-03
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,C4517,24,2016-04-17,2016-09-25
C16049,カミワザ ワンダ,C6592,35,2016-04-23,2016-12-24
C16050,ダイ・バスター トーテム徹底調査SP,C3031,1,2016-04-30,2016-04-30
C16051,ゴーゴー! ドッコラショ,C6593,4,2016-05-06,2016-12-09
C16052,ネコこのゴロ,C6594,30,2016-06-09,2016-12-29
C16054,オシリスの天秤 2,C6119,11,2016-04-22,2016-07-01
C16055,もじもじおばけ おぎゃく,C6591,3,2016-06-25,2016-09-10
C16056,ラブライブ! サンシャイン!! School idol project,C3713,14,2016-06-26,2016-09-24
C16057,パズドラ クロス PUZZLE＆DRAGONS,C6596,26,2016-07-04,2016-12-26
C16058,Scared Rider XechS,C6597,12,2016-07-06,2016-09-21
C16059,魔法少女? なりあ☆がーるず,C6598,12,2016-07-07,2016-09-22
C16060,レガリア The Three Sacred Stars,C6599,18,2016-06-30,2016-11-24
C16061,銀の墓守り,C6629,12,2017-04-01,2017-06-17
C16062,GRANBLUE FANTASY The Animation,C6630,13,2017-04-02,2017-06-25
C16063,MARGINAL#4 KISSから創造るBig Bang,C6628,12,2017-01-12,2017-03-30
C16064,つぐもも,C6632,13,2017-04-02,2017-06-18
C16065,フレームアームズ・ガール,C6633,24,2017-04-04,2017-06-20
C16066,武装少女マキャヴェリズム,C6636,12,2017-04-05,2017-06-21
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,C2644,27,2017-04-01,2017-09-27
C16068,ショートアニメ 「わたしたち、らくろじ部!」 [第2期],C6351,10,2016-08-04,2016-12-22
C16070,ヘボット!,C6602,15,2016-09-18,2016-12-25
C16071,にゃんぼー![第1期],C6603,14,2016-09-27,2016-12-27
C16072,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,C5757,10,2016-10-08,2016-12-10
C16073,アイドル事変,C6605,12,2017-01-08,2017-03-26
C16074,AKiBA'STRiP THE ANIMATION,C6606,13,2017-01-04,2017-03-29
C16075,ACCA13区監察課,C6607,12,2017-01-12,2017-03-30
C16076,うらら迷路帖,C6608,12,2017-01-06,2017-03-24
C16077,ēlDLIVE エルドライブ,C6609,12,2017-01-08,2017-03-26
C16078,この素晴らしい 世界に祝福を!2,C6247,10,2017-01-12,2017-03-16
C16079,亜人ちゃんは語りたい,C6611,13,2017-01-07,2017-03-26
C16080,弱虫ペダル NEW GENERATION,C5694,25,2017-01-10,2017-06-27
C16081,リトル ウィッチ アカデミア,C5699,25,2017-01-09,2017-06-26
C16082,ちょぼらうにょぽみ あいまいみー,C5649,13,2016-12-24,2017-03-21
C16083,政宗くんのリベンジ,C6613,12,2017-01-07,2017-03-25
C16084,セイレン,C6614,12,2017-01-06,2017-03-24
C16085,捏造トラップ-NTR-,C6655,12,2017-07-05,2017-09-20
C16086,メイドインアビス,C6657,13,2017-07-07,2017-09-29
C16087,DIVE!!,C6659,12,2017-07-07,2017-09-22
C16088,幼女戦記,C6615,13,2017-01-06,2017-03-31
C16089,風夏,C6616,12,2017-01-08,2017-03-26
C16090,南鎌倉高校女子自転車部,C6617,13,2017-01-07,2017-04-30
C16091,青の祓魔師 エクソシスト 京都不浄王篇,C4464,12,2017-01-07,2017-03-25
C16092,昭和元禄落語心中 -助六再び篇-,C6192,12,2017-01-07,2017-03-25
C16093,ガヴリールドロップアウト,C6619,12,2017-01-09,2017-03-27
C16094,鬼平 ONIHEI,C6620,14,2016-12-19,2017-04-09
C16095,ちるらん にぶんの壱,C6621,12,2017-01-10,2017-03-28
C16096,恋と嘘,C6654,12,2017-07-04,2017-09-19
C16097,バチカン奇跡調査官,C6658,12,2017-07-07,2017-09-22
C16098,コンビニカレシ,C6660,12,2017-07-07,2017-09-29
C16099,ハンドシェイカー,C6622,12,2017-01-11,2017-03-29
C16100,けものフレンズ,C6624,13,2017-01-04,2017-03-29
C16101,ピアシェ～私のイタリアン～,C6625,12,2017-01-11,2017-03-29
C16102,One Room,C6626,12,2017-01-11,2017-03-29
C16103,小林さんちのメイドラゴン,C6627,13,2017-01-12,2017-04-06
C16104,Rewrite[2ndシーズン],C6428,10,2017-01-15,2017-03-26
C16105,アリスと蔵六,C6631,13,2017-04-02,2017-06-25
C16106,笑ゥせぇるすまんNEW,C937,24,2017-04-03,2017-06-19
C16107,スタミュ 高校星歌劇[第2期],C6171,12,2017-04-04,2017-06-20
C16108,アイドルタイムプリパラ,C5769,26,2017-04-04,2017-09-26
C16109,サクラダリセット,C6635,24,2017-04-07,2017-09-15
C16110,王室教師ハイネ,C6637,12,2017-04-05,2017-06-21
C16111,クロックワーク・プラネット,C6638,12,2017-04-07,2017-06-23
C16112,月がきれい,C6640,44,2017-04-09,2017-07-02
C16113,ツインエンジェルBREAK,C3448,12,2017-04-07,2017-06-23
C16114,正解するカド,C6641,13,2017-04-07,2017-06-30
C16115,カブキブ！,C6642,12,2017-04-07,2017-06-23
C16116,エロマンガ先生,C6643,13,2017-04-02,2017-06-25
C16117,有頂天家族2,C4783,13,2017-04-03,2017-06-26
C16118,ID-0,C6644,12,2017-04-09,2017-06-25
C16119,ソード・オラトリア,C5958,13,2017-04-08,2017-07-01
C16120,賭ケグルイ,C6648,13,2017-07-01,2017-09-23
C16121,縁結びの妖狐ちゃん,C6649,13,2017-07-01,2017-09-30
C16122,活撃 刀剣乱舞,C6500,12,2017-07-02,2017-09-17
C16123,戦姫絶唱シンフォギアAXZ,C4483,14,2017-07-02,2017-10-01
C16124,バトルガール ハイスクール,C6650,12,2017-07-03,2017-09-18
C16125,潔癖男子! 青山くん,C6651,13,2017-07-03,2017-09-25
C16126,アホガール,C6652,12,2017-07-05,2017-09-20
C16127,徒然チルドレン,C6653,12,2017-07-05,2017-09-20
C16128,アクションヒロイン チアフルーツ,C6661,12,2017-07-07,2017-09-29
C16129,18if,C6662,13,2017-07-07,2017-09-29
C16130,時間の支配者,C6663,13,2017-07-08,2017-09-30
C16131,カイトアンサ,C6697,12,2017-07-12,2017-09-27
C16132,ベイブレードバースト ゴッド,C2454,26,2017-04-03,2017-09-25
C16133,アキンド星の リトル・ペソ,C6681,12,2017-04-03,2017-06-19
C16134,100％ パスカル先生,C6536,71,2017-04-15,2017-09-30
C16135,ようこそ実力至上主義の教室へ,C6694,12,2017-07-12,2017-09-27
C16136,闇芝居［4期］,C5691,13,2017-01-16,2017-03-27
C16137,快把我哥帯走 兄に付ける薬はない!,C6710,12,2017-04-07,2017-06-23
C16138,将国のアルタイル,C6664,12,2017-07-08,2017-09-30
C16139,セントールの悩み,C6668,25,2017-07-02,2017-09-24
C16140,地獄少女 宵伽,C3061,13,2017-07-08,2017-09-30
C16141,ゼロから始める魔法の書,C6646,12,2017-04-10,2017-06-26
C16142,覆面系ノイズ,C6647,12,2017-04-14,2017-06-30
C16143,アトム ザ・ビギニング,C979,12,2017-04-15,2017-07-08
C16144,Fate/Apocrypha,C3797,13,2017-07-02,2017-09-24
C16145,闇芝居[五期],C5691,13,2017-07-03,2017-10-02
C16146,ボールルームへようこそ,C6665,13,2017-07-02,2017-09-24
C16147,プリンセス・プリンシパル,C6666,20,2017-07-09,2017-10-01
C16148,Re:CREATORS,C6684,25,2017-04-02,2017-09-17
C16149,sin 七つの大罪,C6709,15,2017-04-08,2017-07-29
C16150,ノラと皇女と 野良猫ハート,C6698,12,2017-07-12,2017-09-27
C16151,がんがん がんこちゃん,C6716,11,2017-01-23,2017-03-27
C16152,ひなこのーと,C6683,12,2017-04-07,2017-06-23
C16153,DUEL MASTERS デュエル・マスターズ［2017］,C2650,28,2017-04-02,2017-09-24
C16154,ひとりじめ マイヒーロー,C6692,12,2017-07-08,2017-09-23
C16155,天使の3P!,C6669,12,2017-07-10,2017-09-25
C16156,NEW GAME!!,C6421,12,2017-07-11,2017-09-26
C16157,異世界はスマートフォンとともに。,C6670,12,2017-07-11,2017-09-26
C16158,魔法陣グルグル,C1643,13,2017-07-05,2017-09-27
C16159,にゃんこデイズ,C6618,12,2017-01-08,2017-03-26
C16160,恋愛暴君,C6639,12,2017-04-07,2017-06-23
C16161,神撃のバハムート VIRGIN SOUL,C5906,24,2017-04-08,2017-09-30
C16162,夏目友人帳 陸,C3392,12,2017-04-05,2017-06-21
C16163,冴えない彼女の育てかた♭,C5951,11,2017-04-14,2017-06-23
C16164,BanG Dream! バンドリ,C6363,23,2017-01-01,2017-06-24
C16165,異世界食堂,C6713,24,2017-07-04,2017-09-19
C16166,アイドルマスター シンデレラガールズ劇場,C3174,29,2017-04-04,2017-06-27
C16167,MARVEL フューチャー アベンジャーズ,C5713,12,2017-07-22,2017-10-07
C16168,ピカイア! PIKAIA,C6066,13,2017-02-26,2017-05-27
C16169,キラキラ☆ プリキュア アラモード,C2833,33,2017-02-05,2017-09-24
C16170,わしも[第5シリーズ],C6065,34,2017-04-03,2017-09-26
C16171,クリオネの灯り,C6695,12,2017-07-12,2017-09-27
C16172,靈劍山 叡智への資格,C6265,12,2017-01-08,2017-03-26
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,C6696,12,2017-07-12,2017-09-27
C16174,チェインクロニクル ヘクセイタスの閃,C6714,12,2017-01-08,2017-03-26
C16175,ひなろじ from Luck＆Logic,C6351,15,2017-07-01,2017-09-23
C16176,SUPER LOVERS 2,C6418,10,2017-01-12,2017-03-16
C16177,リルリルフェアリル ～魔法の鏡～,C6581,32,2017-04-07,2017-09-29
C16178,THE REFLECTION -ザ・リフレクション-,C6699,13,2017-07-01,2017-10-07
C16179,ねこねこ日本史［第2シリーズ］,C6397,16,2017-04-05,2017-09-20
C16180,銀魂.,C3079,12,2017-01-09,2017-03-27
C16181,境界のRINNE［第3シリーズ］,C5983,59,2017-04-08,2017-09-23
C16182,遊戯王 VRAINS,C2116,42,2017-04-05,2017-09-27
C16183,信長の忍び ～伊勢・金ヶ崎篇～,C6508,26,2017-04-08,2017-09-30
C16184,僕のヒーローアカデミア［第2期］,C6353,26,2017-03-25,2017-09-30
C16185,ロクでなし魔術講師と 禁忌教典,C6682,12,2017-04-04,2017-06-20
C16186,フューチャーカード バディファイトX〔バッツ〕,C5766,27,2017-04-01,2017-09-30
C16187,Room Mate,C6626,12,2017-04-12,2017-06-28
C16188,戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン-,C6675,24,2017-01-09,2017-06-19
C16190,プリプリちいちゃん!!,C6707,25,2017-04-15,2017-09-30
C16191,キャッチーくんの ナイス キャッチ!,C6718,13,2017-07-07,2017-09-29
C16192,まけるな!! あくのぐんだん!,C6719,13,2017-04-05,2017-06-21
C16193,超・少年探偵団 NEO,C6720,13,2017-01-02,2017-03-27
C16194,サクラクエスト,C6721,25,2017-04-06,2017-09-21
C16195,きょうの料理 ビギナーズ [第10期],C4287,82,2016-04-04,2016-12-08
C16196,コトリ サンバ,C6727,10,2016-01-04,2016-03-07
C16197,ブレンド・S,C6729,2,2017-10-08,2017-10-15
C16198,ナナマルサンバツ,C6691,12,2017-07-05,2017-09-20
C16199,The SNACK WORLD スナックワールド,C6563,24,2017-04-13,2017-09-21
C16200,妖怪アパートの 幽雅な日常,C6688,13,2017-07-05,2017-09-27
C16201,スカートの中はケダモノでした。,C6690,12,2017-07-03,2017-09-18
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,C1240,25,2017-04-15,2017-09-30
C16203,はじめての ギャル,C6693,10,2017-07-12,2017-09-13
C16204,あはれ!名作くん［2期］［ビットワールド］,C6373,21,2017-04-07,2017-09-29
C16205,ベルセルク［2期］,C2024,14,2017-04-05,2017-07-01
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,C6686,12,2017-04-12,2017-06-28
C16207,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,C6685,12,2017-04-11,2017-06-27
C16208,少年アシベ Go!Go! ゴマちゃん[第2シリーズ],C1213,16,2017-04-04,2017-09-19
C16209,進撃の巨人 Season2,C4784,13,2017-04-02,2017-06-25
C16210,戦国鳥獣戯画 ～乙～,C6530,10,2017-01-15,2017-03-19
C16211,僧侶と交わる 色欲の夜に…,C6680,12,2017-04-03,2017-06-19
C16212,ナイツ＆マジック,C6687,14,2017-07-02,2017-09-24
C16213,最遊記 RELOAD BLAST,C2380,12,2017-07-05,2017-09-20
C16214,てーきゅう［9期］,C4727,12,2017-07-12,2017-09-27
C16215,クズの本懐,C6676,12,2017-01-13,2017-03-31
C16216,無責任 ギャラクシー☆タイラー,C1451,13,2017-07-04,2017-09-26
C16217,妄想科学ADV Chaos;Child,C3407,11,2017-01-11,2017-03-15
C16218,龍の歯医者,C6677,2,2017-02-18,2017-02-25
C16219,SPIRITPACT,C6674,10,2017-01-07,2017-03-11
C16220,ゲーマーズ!,C6715,13,2017-07-13,2017-09-28
